r	g	b	lstr
255	255	0	17549382_Ralstonia_pGMI1000MP_two-component_response_regulator_transcriptio
255	255	0	17549398_Ralstonia_pGMI1000MP_hypothetical_protein
255	255	0	17549399_Ralstonia_pGMI1000MP_composite_two-component_sensor_histidine_kinas
255	255	0	17549417_Ralstonia_pGMI1000MP_two_component_response_regulator_transcriptio
255	255	0	17549533_Ralstonia_pGMI1000MP_hypothetical_protein
255	255	0	17549564_Ralstonia_pGMI1000MP_hypothetical_protein
255	255	0	17549590_Ralstonia_pGMI1000MP_copper_ATP-binding_ABC_transporter_protein
255	255	0	17549628_Ralstonia_pGMI1000MP_putative_chemotaxis_response_regulato
255	255	0	17549661_Ralstonia_pGMI1000MP_two-component_response_regulator_transcriptio
255	255	0	17549673_Ralstonia_pGMI1000MP_two-component_transmembrane_sensor_kinas
255	255	0	17549674_Ralstonia_pGMI1000MP_two-component_response_regulator_transcriptio
255	255	0	17549676_Ralstonia_pGMI1000MP_putative_cation-efflux_system_signal_peptid
255	255	0	17549677_Ralstonia_pGMI1000MP_transporter_transmembrane_protein
255	255	0	17549683_Ralstonia_pGMI1000MP_ABC_transporter_ATP-binding_protein
255	255	0	17549715_Ralstonia_pGMI1000MP_cation-efflux_system_transmembrane_protein
255	255	0	17549726_Ralstonia_pGMI1000MP_ABC_transporter_ATP-binding_protein
255	255	0	17549773_Ralstonia_pGMI1000MP_two-component_response_regulator_transcriptio
255	255	0	17549841_Ralstonia_pGMI1000MP_capsular_synthesis_two-component_sensor_kinas
255	255	0	17549853_Ralstonia_pGMI1000MP_xylose_transporter_ATP-binding_subunit
255	255	0	17549881_Ralstonia_pGMI1000MP_peptide_chain_release_factor_3
255	255	0	17549895_Ralstonia_pGMI1000MP_composite_two-component_sensor_kinase_an
255	0	0	226464429_Staphylococcus_pGO1_multidrug_resistance_efflux_protein_QacC
255	0	0	226464432_Staphylococcus_pGO1_bifunctional_aminoglycoside_modifying_enzym
255	0	0	226464436_Staphylococcus_pGO1_DfrA_protein
255	255	0	169636461_Geobacillus_pGS18_putative_Par_protein
34	139	34	165975438_Klebsiella_pH205_quaternary_ammonium_compound-resistance_protei
0	0	255	159901706_Herpetosiphon_pHAU01_response_regulator_receiver_protein
0	0	255	159901708_Herpetosiphon_pHAU01_two_component_LuxR_family_transcriptiona
255	0	0	189332436_Actinobacillus_pHB0503_dihydropteroate_synthase
255	0	0	189332437_Actinobacillus_pHB0503_aminoglycoside_acetyltransferase
255	0	0	189332438_Actinobacillus_pHB0503_hypothetical_protein
255	0	0	189332439_Actinobacillus_pHB0503_chloramphenicol_acetyltransferase_type_III
255	0	0	189332440_Actinobacillus_pHB0503_streptomycin_phosphotransferase_A
255	0	0	189332441_Actinobacillus_pHB0503_streptomycin_phosphotransferase_B
255	0	0	189332446_Actinobacillus_pHB0503_beta-lactamase
255	0	0	189332447_Actinobacillus_pHB0503_aminoglycoside_phosphotransferase
255	0	0	18466562_Salmonella_pHCM1_putative_dihydrofolate_reductase
255	0	0	18466598_Salmonella_pHCM1_chloramphenicol_acetyltransferase
255	0	0	18466603_Salmonella_pHCM1_beta-lactamase
255	0	0	18466606_Salmonella_pHCM1_dihydropteroate_synthase
255	0	0	18466607_Salmonella_pHCM1_streptomycin_phosphotransferase
255	0	0	18466608_Salmonella_pHCM1_streptomycin_phosphotransferase
255	0	0	18466621_Salmonella_pHCM1_tetracycline_resistance_protein
255	0	0	18466782_Salmonella_pHCM2_putative_dihydrofolate_reductase
200	200	200	187729861_Tetragenococcus_pHDC_partition_protein
255	0	0	32455338_Helicobacter_pHel4_MccC-like_protein
255	0	0	170783437_Laribacter_pHLHK22_class_A_tetracycline_resistance_protein
255	0	0	190409967_Helicobacter_pHP69_MccC
255	0	0	208435474_Helicobacter_pHPG27_MccC-like_protein
255	0	0	31983004_Helicobacter_pHPM8_hypothetical_protein
0	0	255	224372026_Desulfobacterium_pHRM2a_putative_transcriptional_regulatory
0	0	255	224372027_Desulfobacterium_pHRM2a_predicted_sensory/regulatory_protein_RpfC
0	0	255	224372065_Desulfobacterium_pHRM2a_LinF;_lincosamide_nucleotidyltransferase_LinF
255	0	0	58616069_Haemophilus_pHS-Tet_TetB
0	0	255	56410473_Geobacillus_pHTA426_chromosome_partitioning_protein
255	0	0	10955977_Pasteurella_pIG1_streptomycin_kinase
255	0	0	10955978_Pasteurella_pIG1_dihydropterate_synthase_II
255	0	0	38638187_Escherichia_pIGAL1_beta-lactamase
200	200	200	66968650_Actinobacillus_pIMD50_dihydropteroate_synthase
200	200	200	66968651_Actinobacillus_pIMD50_aminoglycoside_phosphotransferase
200	200	200	66968656_Actinobacillus_pIMD50_beta-lactamase
255	0	0	134044746_Yersinia_pIP1202_chloramphenicol_acetyltransferase
255	0	0	134044754_Yersinia_pIP1202_aminoglycoside_resistance_protein
255	0	0	134044758_Yersinia_pIP1202_streptomycin_resistance_protein_A
255	0	0	134044779_Yersinia_pIP1202_dihydropteroate_synthase
255	0	0	134044813_Yersinia_pIP1202_quaternary_ammonium_compound-resistance_protei
255	0	0	134044832_Yersinia_pIP1202_beta-lactamase
255	0	0	134044889_Yersinia_pIP1202_aminoglycoside_3'-phosphotransferase
255	0	0	134044938_Yersinia_pIP1202_dihydropteroate_synthase
255	0	0	134044943_Yersinia_pIP1202_streptomycin_resistance_protein_B
255	0	0	187736847_Escherichia_pIP1206_TetAB)
255	0	0	187736853_Escherichia_pIP1206_chloramphenicol_acetyltransferase
255	0	0	187736860_Escherichia_pIP1206_dihydropteroate_synthase
255	0	0	187736861_Escherichia_pIP1206_QacEdelta1
255	0	0	187736862_Escherichia_pIP1206_aminoglycoside_resistance_protein
255	0	0	187736871_Escherichia_pIP1206_BlaTEM-1
255	0	0	187736875_Escherichia_pIP1206_QepA
255	0	0	187736884_Escherichia_pIP1206_hypothetical_protein
34	139	34	197103114_Enterococcus_pIP816_VanR_protein
34	139	34	197103115_Enterococcus_pIP816_histidine_kinase
34	139	34	197103116_Enterococcus_pIP816_VanH_protein
34	139	34	197103117_Enterococcus_pIP816_VanA_protein
34	139	34	197103118_Enterococcus_pIP816_VanX_protein
34	139	34	197103119_Enterococcus_pIP816_serine-type_D-Ala-D-Ala_carboxypeptidasen
34	139	34	197103120_Enterococcus_pIP816_teicoplanin_resistance_protein
34	139	34	197103123_Enterococcus_pIP816_putative_delta_protein
34	139	34	32470126_Klebsiella_pIP843_beta-lactamase_CTX-M-16
255	0	0	168998554_Escherichia_pIS2_aminoglycoside_3'-phosphotransferase
255	0	0	168998556_Escherichia_pIS2_chloramphenicol_acetyltransferase
255	0	0	168998557_Escherichia_pIS2_TetA
255	0	0	228301253_Chlamydia_pJALI_putative_plasmid_partitioning_protein
255	0	0	10955180_Neisseria_pJD4_beta-lactamase
34	139	34	19774239_Klebsiella_pJHCMW1_aminoglycoside_resistance_protein
34	139	34	19774241_Klebsiella_pJHCMW1_TEM_beta-lactamase
200	200	200	38638328_Listonella_pJM1_putative_ABC_transporter
200	200	200	38638329_Listonella_pJM1_putative_ABC_transporter
34	139	34	49176907_Ralstonia_pJP4_putative_ABC_transporter_ATP-binding_protein
255	0	0	30387186_Pasteurella_pJR1_SulII
255	0	0	30387187_Pasteurella_pJR1_TetG
255	0	0	30387188_Pasteurella_pJR1_CatB2
255	0	0	30387194_Pasteurella_pJR2_aminoglycoside_resistance_protein
255	0	0	30387195_Pasteurella_pJR2_BlaP1
34	139	34	168998674_Klebsiella_pK2044_PcoR
34	139	34	168998685_Klebsiella_pK2044_SilA
34	139	34	168998689_Klebsiella_pK2044_DNA-binding_transcriptional_activator_CusR
255	0	0	156522760_Lactococcus_pK214_streptomycin_adenylase
255	0	0	156522763_Lactococcus_pK214_chloramphenicol_acetyltransferase
255	0	0	156522768_Lactococcus_pK214_hypothetical_protein
34	139	34	190576844_Klebsiella_pK245_tetD
34	139	34	190576884_Klebsiella_pK245_sul2_dihydropeteroate_synthase
34	139	34	190576885_Klebsiella_pK245_strA_streptomycin_phosphotransferase
34	139	34	190576886_Klebsiella_pK245_strB_streptomycin_phosphotransferase
34	139	34	190576892_Klebsiella_pK245_CatA2_chloramphenical_acetyltransferase_II
34	139	34	190576896_Klebsiella_pK245_DfrA14_dihydrofolate_reductase
34	139	34	190576908_Klebsiella_pK245_blaSHV2A_extended_spectrum_beta-lactamase_SHV-2
34	139	34	190576915_Klebsiella_pK245_AacC2_aminoglycoside_acetyltransferase
34	139	34	190576916_Klebsiella_pK245_hypothetical_protein
34	139	34	190576921_Klebsiella_pK245_beta-lactamase
34	139	34	190410279_Klebsiella_pK29_beta-lactamase
34	139	34	190410283_Klebsiella_pK29_ebr
34	139	34	190410284_Klebsiella_pK29_dihydropteroate_synthase
34	139	34	190410288_Klebsiella_pK29_dihydropteroate_synthase
34	139	34	190410289_Klebsiella_pK29_ebr
34	139	34	190410290_Klebsiella_pK29_aminoglycoside_resistance_protein
34	139	34	190410292_Klebsiella_pK29_catB2
34	139	34	190410425_Klebsiella_pK29_CTX-M-3_extended-spectrum_beta-lactamase
255	0	0	170780405_Staphylococcus_pKH13_chloramphenicol_acetyltransferase
255	0	0	170780408_Staphylococcus_pKH15_chloramphenicol_acetyltransferase
255	0	0	165975443_Staphylococcus_pKH16_tet
255	0	0	166153461_Staphylococcus_pKH17_tet
255	0	0	188039010_Staphylococcus_pKH19_ErmC
255	0	0	188039007_Staphylococcus_pKH20_ErmC
255	0	0	188039013_Staphylococcus_pKH21_lincosamide_nucleotidyltransferase
255	0	0	10956152_Staphylococcus_pKH6_tetracycline_resistance_protein
255	0	0	10956157_Staphylococcus_pKH7_CAT_protein
255	0	0	115534272_Shigella_pKKTET7_tetracycline_resistance_protein_A
255	0	0	115534274_Shigella_pKKTET7_dihydropteroate_synthase
255	0	0	115534275_Shigella_pKKTET7_streptomycin_resistance_protein_A
255	0	0	115534276_Shigella_pKKTET7_streptomycin_resistance_protein_B
255	0	0	187729640_Lactococcus_pKL0018_rRNA_adenine_N-6-methyltransferase
255	0	0	187729642_Lactococcus_pKL0018_ATPase
255	0	0	187729652_Lactococcus_pKL0018_tetracycline_resistance_protein
255	0	0	187729653_Lactococcus_pKL0018_rRNA_adenine_N-6-methyltransferase
200	200	200	66968660_Actinobacillus_pKMA1467_dihydropteroate_synthase
200	200	200	66968661_Actinobacillus_pKMA1467_aminoglycoside_phosphotransferase
200	200	200	66968662_Actinobacillus_pKMA1467_truncated_aminoglycoside_phosphotransferase
200	200	200	66968667_Actinobacillus_pKMA1467_beta-lactamase
200	200	200	150406541_Actinobacillus_pKMA202_dihydropteroate_synthase
200	200	200	150406542_Actinobacillus_pKMA202_aminoglycoside_phosphotransferase
200	200	200	150406547_Actinobacillus_pKMA202_beta-lactamase
255	0	0	66968619_Actinobacillus_pKMA2425_dihydropteroate_synthase
200	200	200	66968641_Actinobacillus_pKMA505_dihydropteroate_synthase
200	200	200	66968642_Actinobacillus_pKMA505_aminoglycoside_phosphotransferase
200	200	200	150406527_Actinobacillus_pKMA5_dihydropteroate_synthase
200	200	200	150406528_Actinobacillus_pKMA5_aminoglycoside_phosphotransferase
200	200	200	150406533_Actinobacillus_pKMA5_beta-lactamase
200	200	200	66968671_Actinobacillus_pKMA757_dihydropteroate_synthase_type_II
255	255	0	226334858_Rhodococcus_pKNR_putative_nucleotide-sugar_epimerase
255	255	0	226334867_Rhodococcus_pKNR_putative_ABC_transporter_permease/ATP-bindin
34	139	34	206575374_Klebsiella_pKP91_auxiliary_transport_protein
34	139	34	215528084_Klebsiella_pKP96_beta-lactamase_CTX-M-24
34	139	34	215528086_Klebsiella_pKP96_putative_fosfomycin-resistance_protein
34	139	34	215528092_Klebsiella_pKP96_dihydropteroate_synthase
34	139	34	215528123_Klebsiella_pKP96_dihydropteroate_synthase
34	139	34	215528124_Klebsiella_pKP96_quaternary_ammonium_compound-resistance_protein
34	139	34	215528133_Klebsiella_pKP96_tetracycline_resistance_protein
34	139	34	152973447_Klebsiella_pKPN3_ATP-binding_protein_of_phosphonate_AB
34	139	34	152973450_Klebsiella_pKPN3_phosphonate_dehydrogenase_NAD-dependen
34	139	34	152973495_Klebsiella_pKPN3_transcriptional_regulatory_protein_PcoR
34	139	34	152973508_Klebsiella_pKPN3_DNA-binding_transcriptional_activator_CusR
34	139	34	152973620_Klebsiella_pKPN4_putative_beta-lactamase_SHV-12
34	139	34	152973629_Klebsiella_pKPN4_aminoglycoside_resistance_protein
34	139	34	152973631_Klebsiella_pKPN4_beta-lactamase
34	139	34	152973750_Klebsiella_pKPN5_putative_APH3'')_streptomyci
34	139	34	152973751_Klebsiella_pKPN5_streptomycin_resistance_protein_B
34	139	34	152973754_Klebsiella_pKPN5_dihydropteroate_synthase
34	139	34	152973765_Klebsiella_pKPN5_aminoglycoside_3'-phosphotransferase;_APH_I
34	139	34	152973771_Klebsiella_pKPN5_dihydropteroate_synthase
34	139	34	152973772_Klebsiella_pKPN5_QacEdelta1;_small_multidrug_resistance_protein
34	139	34	152973775_Klebsiella_pKPN5_aminoglycoside_adenylyltransferase
34	139	34	152973805_Klebsiella_pKPN5_chloramphenicol_acetyltransferase
34	139	34	152973823_Klebsiella_pKPN5_small_multidrug_resistance_protein_SugE
34	139	34	152973827_Klebsiella_pKPN5_tetracycline_resistance_protein
34	139	34	152973829_Klebsiella_pKPN5_putative_TEM-1_beta-lactamase
0	0	255	157283973_Kineococcus_pKRAD01_ABC_transporter-related_protein
255	0	0	203288344_Borrelia_pl124_PF32_plasmid_partition_protein
255	0	0	203283922_Borrelia_pl15_PF32_plasmid_partition_protein
255	0	0	203288612_Borrelia_pl165_PF32_plasmid_partition_protein
255	0	0	203288377_Borrelia_pl23_A1_PF32_plasmid_partition_protein
255	0	0	203288814_Borrelia_pl23_PF32_plasmid_partition_protein
255	0	0	203288944_Borrelia_pl27_PF32_plasmid_partition_protein
255	0	0	166153432_Chlamydia_pL2_hypothetical_protein
255	0	0	203288875_Borrelia_pl31_PF32_plasmid_partition_protein
255	0	0	203288656_Borrelia_pl35_Ly_PF32_plasmid_partition_protein
255	0	0	203288427_Borrelia_pl37_PF32_plasmid_partition_protein
255	0	0	203288711_Borrelia_pl41_PF32_plasmid_partition_protein
255	0	0	203288447_Borrelia_pl53_PF32_plasmid_partition_protein
255	0	0	203288456_Borrelia_pl53_PF32_plasmid_partition_protein
255	0	0	203288783_Borrelia_pl70_PF32_plasmid_partition_protein
0	0	255	89057764_Jannaschia_plasmid1ja_ABC_transporter_related
200	200	200	94152346_Ralstonia_plasmid_1_major_facilitator_transporter
200	200	200	94152379_Ralstonia_plasmid_1_hypothetical_protein
200	200	200	94152380_Ralstonia_plasmid_1_two_component_heavy_metal_respons
200	200	200	94152382_Ralstonia_plasmid_1_heavy_metal_efflux_pump_CzcA
200	200	200	94152513_Ralstonia_plasmid_1_two_component_heavy_metal_respons
200	200	200	94152538_Ralstonia_plasmid_1_hypothetical_protein
200	200	200	94152546_Ralstonia_plasmid_1_hypothetical_protein
200	200	200	94152547_Ralstonia_plasmid_1_heavy_metal_efflux_pump_CzcA
200	200	200	94152548_Ralstonia_plasmid_1_secretion_protein_HlyD
200	200	200	94152616_Ralstonia_plasmid_2_hypothetical_protein
200	200	200	94152617_Ralstonia_plasmid_2_heavy_metal_efflux_pump_CzcA
34	139	34	153930613_Yersinia_plasmid_59kb_plasmid_partition_protein
200	200	200	190404537_Flavobacterium_Plasmid_pOAD2_6-aminohexanoate-dimer_hydrolase
200	200	200	190404539_Flavobacterium_Plasmid_pOAD2_6-aminohexanoate-dimer_hydrolase
255	0	0	209401050_Lactobacillus_plca36_putative_plasmid_partition_protein
200	200	200	170016306_Leuconostoc_pLCK4_ABC_transporter_ATP-binding_protein
200	200	200	159528137_Fluoribacter_pLD-TEX-KL_HelA_protein
255	0	0	116326503_Leuconostoc_pLEUM1_ABC-type_uncharacterized_transport_system
255	0	0	133757284_Corynebacterium_pLEW279a_dihydropteroate_synthase
255	0	0	133757285_Corynebacterium_pLEW279a_hypothetical_protein
255	0	0	133757286_Corynebacterium_pLEW279a_aminoglycoside_resistance_protein
255	0	0	133757303_Corynebacterium_pLEW279a_hypothetical_protein
255	0	0	133757306_Corynebacterium_pLEW279a_hypothetical_protein
255	0	0	133757319_Corynebacterium_pLEW279a_hypothetical_protein
255	0	0	133757364_Corynebacterium_pLEW279b_hypothetical_protein
255	0	0	133757365_Corynebacterium_pLEW279b_hypothetical_protein
255	0	0	133757374_Corynebacterium_pLEW279b_hypothetical_protein
255	0	0	133756196_Escherichia_pLEW517_hypothetical_protein
255	0	0	133756204_Escherichia_pLEW517_dihydropteroate_synthase
255	0	0	133756205_Escherichia_pLEW517_hypothetical_protein
255	0	0	133756206_Escherichia_pLEW517_aminoglycoside_resistance_protein
255	0	0	133756207_Escherichia_pLEW517_hypothetical_protein
255	0	0	133756228_Escherichia_pLEW517_hypothetical_protein
255	0	0	133756229_Escherichia_pLEW517_hypothetical_protein
255	0	0	133756243_Escherichia_pLEW517_hypothetical_protein
255	0	0	168998876_Escherichia_pLEW517_beta-lactamase_TEM_precursor
255	0	0	168998895_Escherichia_pLEW517_streptomycin_resistance_protein_A
255	0	0	168998896_Escherichia_pLEW517_streptomycin_resistance_protein_B
255	0	0	168998919_Escherichia_pLEW517_dihydrofolate_reductase
255	0	0	168998921_Escherichia_pLEW517_aminoglycoside_resistance_protein
255	0	0	168998922_Escherichia_pLEW517_quaternary_ammonium_compound-resistance_protei
255	0	0	168998923_Escherichia_pLEW517_dihydropteroate_synthase
255	0	0	168998932_Escherichia_pLEW517_YcbJ
200	200	200	133757053_Staphylococcus_pLEW6932_hypothetical_protein
200	200	200	133757055_Staphylococcus_pLEW6932_undecaprenyl_pyrophosphate_phosphatase
200	200	200	133757058_Staphylococcus_pLEW6932_hypothetical_protein
200	200	200	133757059_Staphylococcus_pLEW6932_hypothetical_protein
200	200	200	133757060_Staphylococcus_pLEW6932_hypothetical_protein
200	200	200	133757089_Staphylococcus_pLEW6932_hypothetical_protein
255	0	0	228860921_Lactobacillus_pLFE1_ErmB
255	0	0	221630532_Escherichia_plLF82_dihydrofolate_reductase
255	0	0	28373205_Lactobacillus_pLME300_streptogramin_A_resistance_protein
255	0	0	28373207_Lactobacillus_pLME300_erythromycin_resistance_protein
200	200	200	86559680_Staphylococcus_pLNU1_lincosamide_nucleotidyltransferase
200	200	200	86559542_Staphylococcus_pLNU2_lincosamide_nucleotidyltransferase
255	0	0	86559539_Staphylococcus_pLNU3_lincosamide_nucleotidyltransferase
200	200	200	86559683_Staphylococcus_pLNU4_lincosamide_nucleotidyltransferase
200	200	200	114882152_Staphylococcus_pLNU5_lincosamide_nucleotidyltransferase
255	0	0	114881555_Staphylococcus_pLNU6_lincosamide_nucleotidyltransferase
255	0	0	114881873_Staphylococcus_pLNU7_lincosamide_nucleotidyltransferase
200	200	200	114883967_Staphylococcus_pLNU8_lincosamide_nucleotidyltransferase
200	200	200	114884168_Staphylococcus_pLNU9_lincosamide_nucleotidyltransferase
200	200	200	114884169_Staphylococcus_pLNU9_lincosamide_nucleotidytransferase
34	139	34	54292908_Legionella_pLPL_hypothetical_protein
34	139	34	54295897_Legionella_pLPP_hypothetical_protein
34	139	34	54295910_Legionella_pLPP_hypothetical_protein
34	139	34	54295935_Legionella_pLPP_hypothetical_protein
34	139	34	54295940_Legionella_pLPP_hypothetical_protein
34	139	34	54295979_Legionella_pLPP_hypothetical_protein
0	0	255	196259847_Moraxella_pLQ510_hypothetical_protein
255	0	0	203284798_Lactobacillus_pLR002_Chromosome_partitioning_protein_parA
255	0	0	183219418_Lactobacillus_pLR581_tetracycline_resistance_protein
255	0	0	184199643_Lactobacillus_pLR585_lincomycin_resistance_protein
255	0	0	169544161_Lactobacillus_pLS55_TetL
34	139	34	38639703_Klebsiella_pLVPK_transcriptional_regulatory_protein_PcoR
34	139	34	38639713_Klebsiella_pLVPK_SilA
34	139	34	38639718_Klebsiella_pLVPK_DNA-binding_transcriptional_activator_CusR
255	0	0	33416237_Staphylococcus_pLW043_trimethoprim_resistant_dihydrofolate_reductase
255	0	0	33416259_Staphylococcus_pLW043_quaternary_ammonium_compound-resistance_protei
255	0	0	33416262_Staphylococcus_pLW043_6'-aminoglycosid
255	0	0	33416267_Staphylococcus_pLW043_vancomycin_response_regulator_VanR
255	0	0	33416268_Staphylococcus_pLW043_sensor_histidine_kinase_VanS
255	0	0	33416269_Staphylococcus_pLW043_vancomycin_resistance_protein_VanH
255	0	0	33416270_Staphylococcus_pLW043_vancomycin/teicoplanin_A-type_resistance_protei
255	0	0	33416271_Staphylococcus_pLW043_vancomycin_B-type_resistance_protein_VanX
255	0	0	33416272_Staphylococcus_pLW043_D-alanyl-D-alanine_carboxypeptidase_VanY
255	0	0	33416273_Staphylococcus_pLW043_VanZ_protein
255	0	0	33416277_Staphylococcus_pLW043_beta-lactamase
200	200	200	190410539_Paenibacillus_pMA67_TetL
255	0	0	160431798_Salmonella_pMAK1_tetracycline_resistance_protein
255	0	0	160431801_Salmonella_pMAK1_aph3')-I
255	0	0	160431804_Salmonella_pMAK1_dihydropteroate_synthase_type-2
255	0	0	160431805_Salmonella_pMAK1_streptomycin_phosphotransferase
255	0	0	160431806_Salmonella_pMAK1_streptomycin_phosphotransferase
255	0	0	160431811_Salmonella_pMAK1_quaternary_ammonium_compound-resistance_protein
255	0	0	160431812_Salmonella_pMAK1_dihydropteroate_synthase
255	0	0	160431829_Salmonella_pMAK1_beta-lactamase_TEM_precursor
255	0	0	160431832_Salmonella_pMAK1_chloramphenicol_acetyltransferase
255	0	0	228969455_Salmonella_pMAK1_aminoglycoside_resistance_protein
255	0	0	160431621_Salmonella_pMAK2_beta-lactamase_TEM_precursor
255	0	0	160431622_Salmonella_pMAK2_streptomycin_phosphotransferase
255	0	0	160431623_Salmonella_pMAK2_streptomycin_phosphotransferase
255	0	0	160431642_Salmonella_pMAK2_tetracycline_resistance_protein
255	0	0	160431702_Salmonella_pMAK3_aminoglycoside_resistance_protein
255	0	0	160431703_Salmonella_pMAK3_quaternary_ammonium_compound-resistance_protein
255	0	0	160431704_Salmonella_pMAK3_dihydropteroate_synthase
255	0	0	160431706_Salmonella_pMAK3_florfenicol_exporter
255	0	0	160431708_Salmonella_pMAK3_quaternary_ammonium_compound-resistance_protein
255	0	0	160431709_Salmonella_pMAK3_dihydropteroate_synthase
200	200	200	120536855_Marinobacter_pMAQU01_ABC_transporter_related
200	200	200	120536862_Marinobacter_pMAQU01_ABC_transporter_related
200	200	200	120537106_Marinobacter_pMAQU02_sodium/hydrogen_exchanger
200	200	200	120537123_Marinobacter_pMAQU02_D-isomer_specific_2-hydroxyacid_dehydrogenase
200	200	200	120537126_Marinobacter_pMAQU02_phosphonate_ABC_transporter
200	200	200	120537166_Marinobacter_pMAQU02_phosphonate_ABC_transporter
200	200	200	120537172_Marinobacter_pMAQU02_ABC_transporter_related
255	0	0	190014891_Escherichia_pMAR7_Beta-lactamase
255	0	0	222142617_Macrococcus_pMCCL2_bifunctional_aminoglycoside_N-acetyltransferas
255	0	0	222142618_Macrococcus_pMCCL2_rRNA_adenine_N-6-methyltransferase
255	0	0	222142627_Macrococcus_pMCCL2_hypothetical_protein
255	255	0	218533310_Methylobacterium_pMCHL01_two_component_transcriptional_regulator
255	255	0	218533347_Methylobacterium_pMCHL01_small_multidrug_resistance_protein
255	255	0	218533350_Methylobacterium_pMCHL01_transporter
255	255	0	218533530_Methylobacterium_pMCHL01_formyltetrahydrofolate_deformylase
255	255	0	218533539_Methylobacterium_pMCHL01_histidine_kinase
255	255	0	218533542_Methylobacterium_pMCHL01_heavy_metal_efflux_pump
255	0	0	32455514_Lactobacillus_pMD5057_tetracycline_resistance_protein_TetM
34	139	34	189009193_Klebsiella_pMET-1_TEM-1
34	139	34	189009195_Klebsiella_pMET-1_aminoglycoside_resistance_protein
34	139	34	189009198_Klebsiella_pMET-1_aminoglycoside_resistance_protein
200	200	200	145225879_Mycobacterium_pMFLV01_histidine_kinase
200	200	200	145225887_Mycobacterium_pMFLV01_response_regulator_receiver_protein
200	200	200	145225891_Mycobacterium_pMFLV01_response_regulator_receiver_protein
200	200	200	145225896_Mycobacterium_pMFLV01_ABC_transporter_related
200	200	200	145225906_Mycobacterium_pMFLV01_two_component_transcriptional_regulator
200	200	200	145225907_Mycobacterium_pMFLV01_hypothetical_protein
200	200	200	145226043_Mycobacterium_pMFLV01_hexapaptide_repeat-containing_transferase
34	139	34	209808845_Enterococcus_pMG1_bifunctional_AAC/APH
0	0	255	217388365_Enterococcus_pMG2200_vancomycin_resistance_protein_VanH
0	0	255	217388366_Enterococcus_pMG2200_vancomycin_B-type_resistance_protein_VanB2
0	0	255	217388367_Enterococcus_pMG2200_vancomycin_B-type_resistance_protein_VanX
0	0	255	217388426_Enterococcus_pMG2200_hypothetical_protein
255	0	0	116256192_Escherichia_pMG828-5_type_II_sulfonamide_resistant_dihydropteroat
200	200	200	12084928_Mannheimia_pMHSCS1_dihydropteroate_synthase
200	200	200	12084929_Mannheimia_pMHSCS1_chloramphenicol_O-acetyltransferase
200	200	200	12084930_Mannheimia_pMHSCS1_streptomycin_phosphotransferase
255	255	0	119854962_Mycobacterium_pMKMS01_major_facilitator_transporter
255	255	0	119855087_Mycobacterium_pMKMS01_hypothetical_protein
255	255	0	119855088_Mycobacterium_pMKMS01_two_component_transcriptional_regulator
255	255	0	119855098_Mycobacterium_pMKMS01_ABC_transporter_related
255	255	0	119855102_Mycobacterium_pMKMS01_response_regulator_receiver_protein
255	255	0	119855106_Mycobacterium_pMKMS01_response_regulator_receiver_protein
255	255	0	119855114_Mycobacterium_pMKMS01_histidine_kinase
255	255	0	119855134_Mycobacterium_pMKMS01_ABC_transporter_related
255	0	0	13488114_Mesorhizobium_pMLa_ABC_transporter_ATP-binding_subunit
255	0	0	13488199_Mesorhizobium_pMLa_ABC_transporter
255	0	0	13488379_Mesorhizobium_pMLb_chemotaxis_histidine_kinase
255	0	0	13488463_Mesorhizobium_pMLb_ABC_transporter
255	0	0	13488572_Mesorhizobium_pMLb_hypothetical_protein
255	0	0	184152647_Mycobacterium_pMM23_chromosome_partitioning_protein
255	0	0	220919714_Methylobacterium_pMNOD01_choline_ABC_transporter
255	0	0	220919785_Methylobacterium_pMNOD01_spermidine/putrescine_ABC_transporter_ATPas
255	0	0	220919841_Methylobacterium_pMNOD01_ABC_transporter_related
255	0	0	220919853_Methylobacterium_pMNOD01_two_component_transcriptional_regulator
255	0	0	220919952_Methylobacterium_pMNOD01_plasmid_partitioning_protein_RepA
255	0	0	220914743_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220914799_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220914841_Methylobacterium_pMNOD02_heavy_metal_efflux_pump
255	0	0	220914856_Methylobacterium_pMNOD02_type_I_secretion_system_ATPase
255	0	0	220914863_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220914901_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220914902_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220914906_Methylobacterium_pMNOD02_major_facilitator_superfamily_MFS_1
255	0	0	220914947_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220915001_Methylobacterium_pMNOD02_ABC_transporter_related
255	0	0	220927420_Methylobacterium_pMNOD04_cyclic_nucleotide-binding_protein
200	200	200	56550639_Ralstonia_pMOL28_nickel_and_cobalt_resistance_protein_cnrA
200	200	200	56550640_Ralstonia_pMOL28_membrane_fusion_protein
200	200	200	56130692_Ralstonia_pMOL30_cation_efflux_system_transmembrane_protein
200	200	200	56130694_Ralstonia_pMOL30_response_regulator
200	200	200	56130695_Ralstonia_pMOL30_response_sensory_transduction_histidine_kinase
